country,year,gini,gdp,basic,safe,region
Nicaragua,2009,43.9,1444.4,81.3,50.9,Latin America and the Caribbean
Nicaragua,2014,46.2,1934.1,81.4,51.3,Latin America and the Caribbean
Nigeria,2003,40.1,795.4,52.1,16.4,Sub-Saharan Africa
Nigeria,2009,43,1891.3,60.4,18.1,Sub-Saharan Africa
Paraguay,2001,54.6,1565.1,77.1,50.4,Latin America and the Caribbean
Paraguay,2002,57.3,1300.9,78.7,51.4,Latin America and the Caribbean
Paraguay,2003,54.9,1365.4,80.3,52.3,Latin America and the Caribbean
Paraguay,2004,52.3,1679.5,81.8,53.2,Latin America and the Caribbean
Paraguay,2005,51.4,1843.6,83.3,54.1,Latin America and the Caribbean
Paraguay,2006,53,2271.1,84.8,55,Latin America and the Caribbean
Paraguay,2007,53,2976.8,86.2,55.8,Latin America and the Caribbean
Paraguay,2008,50.7,4041.6,87.7,56.7,Latin America and the Caribbean
Paraguay,2009,49.1,3624.6,89.1,57.6,Latin America and the Caribbean
Paraguay,2010,51,4355.9,90.5,58.4,Latin America and the Caribbean
Paraguay,2011,52.3,5323,91.9,59.2,Latin America and the Caribbean
Paraguay,2012,47.6,5183.1,93.2,60.1,Latin America and the Caribbean
Paraguay,2013,47.9,5926.8,94.6,60.9,Latin America and the Caribbean
Paraguay,2014,50.7,6102.9,95.9,61.7,Latin America and the Caribbean
Paraguay,2015,47.6,5406.7,97.3,62.5,Latin America and the Caribbean
Paraguay,2016,47.9,5319.4,98.6,63.2,Latin America and the Caribbean
Paraguay,2017,48.5,5680.6,99.6,63.9,Latin America and the Caribbean
Peru,2000,49.1,1955.6,80.7,45.1,Latin America and the Caribbean
Peru,2001,51.3,1941.5,81.4,45.4,Latin America and the Caribbean
Peru,2002,53.6,2021.2,82.1,45.8,Latin America and the Caribbean
Peru,2003,53.1,2145.6,82.8,46.2,Latin America and the Caribbean
Peru,2004,49.9,2417,83.5,46.6,Latin America and the Caribbean
Peru,2005,50.4,2729.5,84.2,46.9,Latin America and the Caribbean
Peru,2006,50.3,3154.3,84.8,47.3,Latin America and the Caribbean
Peru,2007,50,3606.1,85.5,47.6,Latin America and the Caribbean
Peru,2008,47.5,4220.6,86.1,47.9,Latin America and the Caribbean
Peru,2009,47,4196.3,86.7,48.2,Latin America and the Caribbean
Peru,2010,45.5,5082.4,87.2,48.5,Latin America and the Caribbean
Peru,2011,44.7,5869.3,87.8,48.8,Latin America and the Caribbean
Peru,2012,44.4,6529,88.4,49,Latin America and the Caribbean
Peru,2013,43.9,6756.8,88.9,49.3,Latin America and the Caribbean
Peru,2014,43.1,6672.9,89.5,49.6,Latin America and the Caribbean
Peru,2015,43.4,6229.1,90,49.8,Latin America and the Caribbean
Peru,2016,43.6,6205,90.6,50.1,Latin America and the Caribbean
Peru,2017,43.3,6710.5,91.1,50.4,Latin America and the Caribbean
Sierra Leone,2003,40.2,266.4,42.8,5.4,Sub-Saharan Africa
Sierra Leone,2011,34,448.3,53.2,7.7,Sub-Saharan Africa
Uganda,2002,45.2,245.5,29.1,5.1,Sub-Saharan Africa
Uganda,2005,42.9,333.7,32.8,5.5,Sub-Saharan Africa
Uganda,2009,44.2,796.5,38,6,Sub-Saharan Africa
Uganda,2012,41,786.7,42,6.5,Sub-Saharan Africa
Uganda,2016,42.8,733.4,47.7,7,Sub-Saharan Africa
