Type,region,schoolType,Service Type,year,coverage,School-age population,serviceLevel
sdg,Sub-Saharan Africa,primary,Drinking water,2009,38.2774,50909932.48,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2009,58.18909,63551057.84,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2010,44.82701,138496684.2,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2010,41.28944,56446381.15,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2010,61.20655,68715753.38,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2011,45.8206,147160300.9,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2011,42.36053,60151612.81,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2011,61.38569,71706861.35,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2012,0,0,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2012,43.29,63188331.65,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2012,61.47389,73751857.54,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2013,0,0,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2013,0,0,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2013,62.05099,76278715.2,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2014,0,0,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2014,0,0,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2014,0,0,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2015,0,0,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2015,0,0,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2015,0,0,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2016,0,0,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2016,0,0,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2016,0,0,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2017,0,0,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2017,0,0,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2017,0,0,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2018,0,0,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2018,0,0,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2018,0,0,Insufficient data
sdg,Sub-Saharan Africa,total,Drinking water,2019,0,0,Insufficient data
sdg,Sub-Saharan Africa,primary,Drinking water,2019,0,0,Insufficient data
sdg,Sub-Saharan Africa,secondary,Drinking water,2019,0,0,Insufficient data
sdg,Australia and New Zealand,total,Drinking water,2000,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2000,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2000,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2001,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2001,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2001,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2002,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2002,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2002,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2003,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2003,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2003,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2004,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2004,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2004,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2005,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2005,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2005,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2006,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2006,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2006,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2007,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2007,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2007,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2008,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2008,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2008,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2009,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2009,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2009,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2010,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2010,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2010,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2011,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2011,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2011,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2012,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2012,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2012,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2013,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2013,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2013,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2014,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2014,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2014,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2015,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2015,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2015,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2016,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2016,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2016,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2017,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2017,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2017,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2018,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2018,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2018,0,0,Limited service
sdg,Australia and New Zealand,total,Drinking water,2019,0,0,Limited service
sdg,Australia and New Zealand,primary,Drinking water,2019,0,0,Limited service
sdg,Australia and New Zealand,secondary,Drinking water,2019,0,0,Limited service
sdg,Central and Southern Asia,total,Drinking water,2011,13.31886,72323576.62,Limited service
sdg,Central and Southern Asia,primary,Drinking water,2011,14.51175,26991260.11,Limited service
sdg,Central and Southern Asia,secondary,Drinking water,2011,13.1804,33327326.97,Limited service
sdg,Central and Southern Asia,total,Drinking water,2012,15.44628,84116978.99,Limited service
sdg,Central and Southern Asia,primary,Drinking water,2012,17.21835,32108734.73,Limited service
sdg,Central and Southern Asia,secondary,Drinking water,2012,13.11491,33290244.82,Limited service
sdg,Central and Southern Asia,total,Drinking water,2013,16.67035,91046635.73,Limited service
sdg,Central and Southern Asia,primary,Drinking water,2013,18.15704,34149960.7,Limited service
sdg,Central and Southern Asia,secondary,Drinking water,2013,13.45577,34148053.41,Limited service
sdg,Central and Southern Asia,total,Drinking water,2014,17.19099,94143263.13,Limited service
sdg,Central and Southern Asia,primary,Drinking water,2014,18.54778,34991336.96,Limited service
sdg,Central and Southern Asia,secondary,Drinking water,2014,13.56984,34588810.72,Limited service
sdg,Central and Southern Asia,total,Drinking water,2015,18.09524,99194477.46,Limited service
sdg,Central and Southern Asia,primary,Drinking water,2015,19.22057,36329752.82,Limited service
sdg,Central and Southern Asia,secondary,Drinking water,2015,13.90368,35564229.14,Limited service
sdg,Central and Southern Asia,total,Drinking water,2016,18.99401,104159029.5,Limited service
sdg,Central and Southern Asia,primary,Drinking water,2016,19.88313,37614176.68,Limited service
sdg,Central and Southern Asia,secondary,Drinking water,2016,14.23655,36517478.92,Limited service
sdg,Central and Southern Asia,total,Drinking water,2017,19.88274,109025090,Limited service
sdg,Central and Southern Asia,primary,Drinking water,2017,20.53342,38869184.89,Limited service
sdg,Central and Southern Asia,secondary,Drinking water,2017,14.56827,37490851.16,Limited service
sdg,Central and Southern Asia,total,Drinking water,2018,20.75901,113658786.3,Limited service
sdg,Central and Southern Asia,primary,Drinking water,2018,21.17019,39989844.54,Limited service
sdg,Central and Southern Asia,secondary,Drinking water,2018,14.8943,38442013.15,Limited service
sdg,Central and Southern Asia,total,Drinking water,2019,21.69692,119308878.9,Limited service
sdg,Central and Southern Asia,primary,Drinking water,2019,21.78116,40929727.81,Limited service
sdg,Central and Southern Asia,secondary,Drinking water,2019,15.09992,39082521.56,Limited service
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2016,24.78018,44875813.86,Limited service
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2017,24.59097,44672345.39,Limited service
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2018,24.39114,44490639.25,Limited service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2018,20.56726,38312595.82,Limited service
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2019,24.12713,44243315.09,Limited service
sdg,Europe and Northern America,total,Drinking water,2000,0,0,Limited service
sdg,Europe and Northern America,primary,Drinking water,2000,0,0,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2000,0,0,Limited service
sdg,Europe and Northern America,total,Drinking water,2001,0,0,Limited service
sdg,Europe and Northern America,primary,Drinking water,2001,0,0,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2001,0,0,Limited service
sdg,Europe and Northern America,total,Drinking water,2002,0,0,Limited service
sdg,Europe and Northern America,primary,Drinking water,2002,0,0,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2002,0,0,Limited service
sdg,Europe and Northern America,total,Drinking water,2003,0,0,Limited service
sdg,Europe and Northern America,primary,Drinking water,2003,0,0,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2003,0,0,Limited service
sdg,Europe and Northern America,total,Drinking water,2004,0,0,Limited service
sdg,Europe and Northern America,primary,Drinking water,2004,0,0,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2004,0,0,Limited service
sdg,Europe and Northern America,total,Drinking water,2005,0,0,Limited service
sdg,Europe and Northern America,primary,Drinking water,2005,0,0,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2005,0,0,Limited service
sdg,Europe and Northern America,total,Drinking water,2006,0,0,Limited service
sdg,Europe and Northern America,primary,Drinking water,2006,0,0,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2006,0,0,Limited service
sdg,Europe and Northern America,total,Drinking water,2007,0,0,Limited service
sdg,Europe and Northern America,primary,Drinking water,2007,0,0,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2007,0,0,Limited service
sdg,Europe and Northern America,total,Drinking water,2008,0,0,Limited service
sdg,Europe and Northern America,primary,Drinking water,2008,0,0,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2008,0,0,Limited service
sdg,Europe and Northern America,total,Drinking water,2009,0,0,Limited service
sdg,Europe and Northern America,primary,Drinking water,2009,0,0,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2009,0,0,Limited service
sdg,Europe and Northern America,total,Drinking water,2010,0,0,Limited service
sdg,Europe and Northern America,primary,Drinking water,2010,0,0,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2010,0,0,Limited service
sdg,Europe and Northern America,total,Drinking water,2011,0.06583,121551.4093,Limited service
sdg,Europe and Northern America,primary,Drinking water,2011,0.22282,140786.4989,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2011,0,0,Limited service
sdg,Europe and Northern America,total,Drinking water,2012,0.33631,619369.3101,Limited service
sdg,Europe and Northern America,primary,Drinking water,2012,0.4397,278658.9979,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2012,0.09264,77125.75514,Limited service
sdg,Europe and Northern America,total,Drinking water,2013,0.35334,650361.3161,Limited service
sdg,Europe and Northern America,primary,Drinking water,2013,0.4256,272056.9958,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2013,0.09135,75272.52144,Limited service
sdg,Europe and Northern America,total,Drinking water,2014,0.36907,680528.3149,Limited service
sdg,Europe and Northern America,primary,Drinking water,2014,0.41,264661.2089,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2014,0.29821,243724.7949,Limited service
sdg,Europe and Northern America,total,Drinking water,2015,1.08475,1994977.433,Limited service
sdg,Europe and Northern America,primary,Drinking water,2015,1.215,790345.4642,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2015,0.7321,592928.8834,Limited service
sdg,Europe and Northern America,total,Drinking water,2016,1.09345,2014405.194,Limited service
sdg,Europe and Northern America,primary,Drinking water,2016,1.21414,796199.6922,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2016,0.71873,579491.3705,Limited service
sdg,Europe and Northern America,total,Drinking water,2017,1.09501,2025641.509,Limited service
sdg,Europe and Northern America,primary,Drinking water,2017,1.20844,799494.8585,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2017,0.70663,571089.8732,Limited service
sdg,Europe and Northern America,total,Drinking water,2018,1.09377,2035698.946,Limited service
sdg,Europe and Northern America,primary,Drinking water,2018,1.20313,798625.1109,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2018,0.69221,564167.7055,Limited service
sdg,Europe and Northern America,total,Drinking water,2019,0.84863,1582442.432,Limited service
sdg,Europe and Northern America,primary,Drinking water,2019,1.17786,785314.5717,Limited service
sdg,Europe and Northern America,secondary,Drinking water,2019,0.6813,556439.9994,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2010,16.59547,25727768.01,Limited service
sdg,Latin America and the Caribbean,primary,Drinking water,2010,13.77552,8124903.964,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2011,16.62299,25761369.74,Limited service
sdg,Latin America and the Caribbean,primary,Drinking water,2011,14.0504,8101462.059,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2012,13.11019,20241772.81,Limited service
sdg,Latin America and the Caribbean,primary,Drinking water,2012,10.09348,5769787.129,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2013,13.74739,21527589.48,Limited service
sdg,Latin America and the Caribbean,primary,Drinking water,2013,9.97884,5969767.897,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2014,13.83517,21583119.27,Limited service
sdg,Latin America and the Caribbean,primary,Drinking water,2014,10.15895,6054615.008,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2015,13.889709999999999,21549795.49,Limited service
sdg,Latin America and the Caribbean,primary,Drinking water,2015,9.3689,5565484.277,Limited service
sdg,Latin America and the Caribbean,secondary,Drinking water,2015,27.80064,18879002.5,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2016,13.65205,21018694.44,Limited service
sdg,Latin America and the Caribbean,primary,Drinking water,2016,9.28015,5466445.044,Limited service
sdg,Latin America and the Caribbean,secondary,Drinking water,2016,29.65444,20033571.2,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2017,11.32434,17351216.5,Limited service
sdg,Latin America and the Caribbean,primary,Drinking water,2017,9.46611,5541359.641,Limited service
sdg,Latin America and the Caribbean,secondary,Drinking water,2017,29.72863,19966806.59,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2018,11.35967,17427977.36,Limited service
sdg,Latin America and the Caribbean,primary,Drinking water,2018,9.65138,5643990.247,Limited service
sdg,Latin America and the Caribbean,secondary,Drinking water,2018,29.83583,20207707.28,Limited service
sdg,Latin America and the Caribbean,secondary,Drinking water,2019,29.64338,19839901.37,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2011,10.74323,13436105.25,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2012,8.61705,10854479.31,Limited service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2012,10.36679,5600128.868,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2013,10.3684,13165038.67,Limited service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2013,10.4285,5770524.881,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2014,13.85855,17759984.81,Limited service
sdg,Northern Africa and Western Asia,primary,Drinking water,2014,8.48837,4307055.365,Limited service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2014,14.24077,7760198.445,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2015,13.52968,17522352.99,Limited service
sdg,Northern Africa and Western Asia,primary,Drinking water,2015,7.79597,4022383.291,Limited service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2015,14.20113,7753662.898,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2016,13.26141,17400165.95,Limited service
sdg,Northern Africa and Western Asia,primary,Drinking water,2016,7.42406,3901392.144,Limited service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2016,14.01615,7698840.573,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2017,13.08061,17417234.73,Limited service
sdg,Northern Africa and Western Asia,primary,Drinking water,2017,7.23391,3879582.977,Limited service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2017,13.89829,7682611.565,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2018,8.0531,10905694.28,Limited service
sdg,Northern Africa and Western Asia,primary,Drinking water,2018,6.90134,3780282.631,Limited service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2018,13.77958,7701164.136,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2019,8.28202,11292563.45,Limited service
sdg,Northern Africa and Western Asia,primary,Drinking water,2019,6.70653,3751358.779,Limited service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2019,13.73671,7757980.65,Limited service
sdg,Oceania,total,Drinking water,2011,8.61877,276967.4319,Limited service
sdg,Oceania,primary,Drinking water,2011,6.02473,88856.88118,Limited service
sdg,Oceania,secondary,Drinking water,2011,20.75687,282117.0541,Limited service
sdg,Oceania,total,Drinking water,2012,8.40828,325686.0428,Limited service
sdg,Oceania,primary,Drinking water,2012,8.332,124518.9181,Limited service
sdg,Oceania,secondary,Drinking water,2012,24.48502,339867.9355,Limited service
sdg,Oceania,total,Drinking water,2013,8.13152,319956.1073,Limited service
sdg,Oceania,primary,Drinking water,2013,8.38047,127093.4353,Limited service
sdg,Oceania,secondary,Drinking water,2013,24.4855,346083.9922,Limited service
sdg,Oceania,total,Drinking water,2014,8.16529,325993.7657,Limited service
sdg,Oceania,primary,Drinking water,2014,8.43027,129832.1356,Limited service
sdg,Oceania,secondary,Drinking water,2014,24.50536,352116.3424,Limited service
sdg,Oceania,total,Drinking water,2015,8.19994,331994.4953,Limited service
sdg,Oceania,primary,Drinking water,2015,8.43764,132004.5085,Limited service
sdg,Oceania,secondary,Drinking water,2015,24.56709,358446.7946,Limited service
sdg,Oceania,total,Drinking water,2016,8.24773,338050.8008,Limited service
sdg,Oceania,primary,Drinking water,2016,8.45734,134019.5563,Limited service
sdg,Oceania,secondary,Drinking water,2016,24.554,363841.9213,Limited service
sdg,Oceania,total,Drinking water,2017,8.25887,342741.7423,Limited service
sdg,Oceania,primary,Drinking water,2017,8.47422,136155.4667,Limited service
sdg,Oceania,secondary,Drinking water,2017,24.56044,369312.6356,Limited service
sdg,Oceania,total,Drinking water,2018,8.28668,347773.7354,Limited service
sdg,Oceania,primary,Drinking water,2018,8.51077,138225.1229,Limited service
sdg,Oceania,secondary,Drinking water,2018,24.54263,374723.548,Limited service
sdg,Oceania,total,Drinking water,2019,8.18191,368517.8662,Limited service
sdg,Oceania,primary,Drinking water,2019,8.07978,149322.3441,Limited service
sdg,Oceania,secondary,Drinking water,2019,24.7196,383250.0289,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2012,0,0,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2013,6.60855,22383986.41,Limited service
sdg,Sub-Saharan Africa,primary,Drinking water,2013,7.51247,11278394.93,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2014,9.6818,33689076.63,Limited service
sdg,Sub-Saharan Africa,primary,Drinking water,2014,11.11933,17160484.44,Limited service
sdg,Sub-Saharan Africa,secondary,Drinking water,2014,17.25276,21814899.13,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2015,10.42409,37481751.31,Limited service
sdg,Sub-Saharan Africa,primary,Drinking water,2015,11.39066,18057387.95,Limited service
sdg,Sub-Saharan Africa,secondary,Drinking water,2015,14.29452,18603362.82,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2016,11.89865,44010145.6,Limited service
sdg,Sub-Saharan Africa,primary,Drinking water,2016,12.65105,20576044.88,Limited service
sdg,Sub-Saharan Africa,secondary,Drinking water,2016,15.40289,20627440.57,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2017,13.27849,50256958.83,Limited service
sdg,Sub-Saharan Africa,primary,Drinking water,2017,13.90567,23200683.58,Limited service
sdg,Sub-Saharan Africa,secondary,Drinking water,2017,15.21365,20913110.67,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2018,14.38511,55851875.16,Limited service
sdg,Sub-Saharan Africa,primary,Drinking water,2018,14.92109,25532642.66,Limited service
sdg,Sub-Saharan Africa,secondary,Drinking water,2018,13.85872,19607372.97,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2019,15.18807,60522052.53,Limited service
sdg,Sub-Saharan Africa,primary,Drinking water,2019,15.69545,27491766.17,Limited service
sdg,Sub-Saharan Africa,secondary,Drinking water,2019,12.9845,19007586.77,Limited service
sdg,Australia and New Zealand,total,Drinking water,2000,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2000,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2000,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2001,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2001,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2001,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2002,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2002,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2002,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2003,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2003,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2003,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2004,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2004,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2004,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2005,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2005,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2005,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2006,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2006,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2006,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2007,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2007,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2007,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2008,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2008,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2008,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2009,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2009,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2009,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2010,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2010,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2010,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2011,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2011,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2011,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2012,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2012,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2012,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2013,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2013,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2013,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2014,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2014,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2014,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2015,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2015,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2015,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2016,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2016,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2016,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2017,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2017,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2017,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2018,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2018,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2018,0,0,No service
sdg,Australia and New Zealand,total,Drinking water,2019,0,0,No service
sdg,Australia and New Zealand,primary,Drinking water,2019,0,0,No service
sdg,Australia and New Zealand,secondary,Drinking water,2019,0,0,No service
sdg,Central and Southern Asia,total,Drinking water,2000,27.74084,142596831.4,No service
sdg,Central and Southern Asia,primary,Drinking water,2000,21.73317,38692200.42,No service
sdg,Central and Southern Asia,secondary,Drinking water,2000,11.50791,26879303.66,No service
sdg,Central and Southern Asia,total,Drinking water,2001,27.74097,143750320.7,No service
sdg,Central and Southern Asia,primary,Drinking water,2001,21.7334,38792344.5,No service
sdg,Central and Southern Asia,secondary,Drinking water,2001,11.50784,27275769.03,No service
sdg,Central and Southern Asia,total,Drinking water,2002,26.52357,138508491.1,No service
sdg,Central and Southern Asia,primary,Drinking water,2002,21.7337,38965524.39,No service
sdg,Central and Southern Asia,secondary,Drinking water,2002,11.50779,27581533.59,No service
sdg,Central and Southern Asia,total,Drinking water,2003,26.41973,138809518.7,No service
sdg,Central and Southern Asia,primary,Drinking water,2003,24.06123,43360877.69,No service
sdg,Central and Southern Asia,secondary,Drinking water,2003,12.31928,29828654.13,No service
sdg,Central and Southern Asia,total,Drinking water,2004,25.38374,134191016,No service
sdg,Central and Southern Asia,primary,Drinking water,2004,23.32914,42241648.73,No service
sdg,Central and Southern Asia,secondary,Drinking water,2004,12.48382,30479545.97,No service
sdg,Central and Southern Asia,total,Drinking water,2005,24.33743,129405271.5,No service
sdg,Central and Southern Asia,primary,Drinking water,2005,22.69693,41276269.37,No service
sdg,Central and Southern Asia,secondary,Drinking water,2005,12.23848,30155399.35,No service
sdg,Central and Southern Asia,total,Drinking water,2006,23.40844,124946229.4,No service
sdg,Central and Southern Asia,primary,Drinking water,2006,22.03261,40224116.49,No service
sdg,Central and Southern Asia,secondary,Drinking water,2006,11.99214,29696180.47,No service
sdg,Central and Southern Asia,total,Drinking water,2007,22.67733,121530974.6,No service
sdg,Central and Southern Asia,primary,Drinking water,2007,21.37119,39194153.2,No service
sdg,Central and Southern Asia,secondary,Drinking water,2007,11.74601,29202210.08,No service
sdg,Central and Southern Asia,total,Drinking water,2008,21.78134,117170590.5,No service
